,comment
186,Superr recomendo. Ameiiii. . O som é bem alto o microfone é top. Comprem sem medo.
187,"Já testei todos os assistentes e até agora foi o que eu mais gostei. Totalmente integrado com outros equipamentos de automação residencial, respostas condizentes com a pergunta realizada e todos os benefícios de um equipamento da google. Infelizmente o nosso idioma não está presente, pelo menos até agora, mas acredito que tenha alguma limitação em relação a hardware ou software. Quem sabe em breve a google olhe com mais carinho para o mercado brasileiro. Como ele possui chromecast integrado, pode-se assistir e/ou ouvir, netflix, youtube, youtube music e alguns outros por ele."
188,"Ate o momento não tem português, se a pessoa for fluente em inglês ou espanhol dá pra se virar bem. Se tiver uma caixa da google, como no meu caso, dá pra mutar o microfone da tela e tudo que for vídeo o google vai jogando na tela, fica mais usável do que imaginei. O ajuste de brilho é perfeito, dá pra colocar no criado mudo que a tela não atrapalha o sono. O som é perfeito, melhor que o da google mini. Em inglês, existe centenas de comandos legais. Controla todas as luzes da casa à partir do dispositivo dá pra visualizar câmeras de segurança e ainda fazer ligações."
189,Não serve pra nada não tem os controles da casa que tem no google home soh aceita campainha ou câmera da google e ainda oq todos sabemos e sem pt br então devolvi não me serviu.
190,"O equipamento não se comunica em português, logo não reconhece nossa voz, tampouco vídeos ou musicas no youtube e demais recursos na internet."
191,"O google nest hub é um ótimo produto. Nele eu vejo youtube, ouço spotify, olho para minhas câmeras de segurança, faço live com meus contatos. Enfim, um aparelho completo."
192,B vamos lá. A caixa tem um som bom mais quando ela está descarregando mesmo colocando pra carregar ela fica falhando no bluetooth direto e a fonte esquentando muito. Na minha opinião a fonte tem quer ter uma amperagem maior pra sustentar a caixa ligada e carregar a bateria ao mesmo tempo.
193,"Já comprei muitos aparelho de som, mas esse sem dúvidas nenhuma é o pior de todos!. A bateria é mais fraca que a de um iphone viciado,. Você não consegue sequer escutar música no volume máximo pois ela desliga mesmo com carregador na tomada,. Atenção nao caia no mesmo erro, produto muito ruim para se usar, ha muotos outros aparelhos a um preco menor que compensa, basta olhar as criticas negativas para entender!."
194,"O produto é muito bom a princípio, o som é alto e nítido, a regulagem do microfone achei ruim e o som do microfone também, vou tentar colocar um microfone bom pra ver se resolve o problema. O microfone já estragou e está com chiado, mas em questão da caixa de som é muito boa. Para quem quer comprar pelo som recomendo. Recomendo a quem quiser usar microfone que compre outro a parte."
195,"Não dou nenhuma estrela. Comprei essa caixa de som trc a uns 3 meses e a fonte de energia já estragou, o pino se soltou perde do o canto e não dá para carregar mais. Tive que comprar outra fonte. Mesmo com a fonte que tinha, a caixa de vez em quando parava de funcionar e voltava, mesmo estando carregando na energia. Nesse exato momento estou passando vergonha, pois estou tentando ouvir música e a caixa fica falhando mesmo estando carregando na energia, repito. Infelizmente joguei dinheiro fora. Estou muito insatisfeito."
196,"Legalzinho, para quem não espera muito de um alto falante. O auto falante chia um pouco, mas quase imperceptível. Rádio praticamente não pega, bluetooth e pen drive ok. Comprei pois irei fazer uma festa em um espaço aberto de 160m² para 50 pessoas, portanto pelo teste atenderá minha necessidade. O volume máximo marca até o 30, porém fica bom no máximo até o 25, pois mais do que isso distorce bastante o som. Os botões são bem sensíveis, portanto deve-se tomar cuidado ao manuseá-los. Em relação ao tempo de duração da bateria ainda não testei, mas pelo que dizem em outros comentários, não dura muito. Pelo valor do produto valeu a pena a compra, estou satisfeito. Obg!."
197,"Eu achei o fone bom ,mas não gostei q ele nn tem microfone e tb a bateria achei meio curta."
198,Muito bom eu adorei.
199,"Muito bom, porém como todo o fone da categoria escorrega do ouvido."
200,O produto é bom sim. Mais tipo no la fala que da pra ficar até 6 metros longe e é mentira tipo coloco no bolso ja era não pega direito.
201,Ótimo.
202,"Produto bom, embora não tem um som de 200 wats rms."
203,Propaganda totalmente enganosa na foto as laterais acende o produto que veio não acende as laterais fiquei super desapontado com os fones que veio comprei 2 para as minhas entradas.
204,Não é o mesmo produto da foto pedi na cor roxo e veio na cor azul arrependi mas como era pra presente fiquei com o produto mesmo assim.
205,"Produto nada a ver com o da foto, veio com um fone mais alto que o outro e tem aparência de frágil. Mais pelo valor não tenho muito o que reclamar, não recomendo."
206,"Produto atendeu todas as expectativas, som de auta qualidade, muito bonito, conecta super fácil no bluetooth. Nota 1000."
207,"Muito bom , li alguns comentários e fiquei meio receoso, mas chego como o meu pedido muito bom e barato, minhas meninas gostaram muito , visual moderno os led show de bola qualidade de som boa recomendo. 5 estrela."
208,Produto bom. Atende pra lugares medios.
209,"Complicado. Eu tive por mais de um ano a primeira geração do galaxy buds, perfeito, nunca tive problema com encaixe na orelha e estabilidade, afinal ele possuia diferentes borrachas pra ajustar ao formato da orelha. Esse aqui é menor e não tem borracha! não faço ideia de quem teve a ideia de diminuir a estabilidade dele. A bateria do primeiro durava 6h, essa dura 5h, também não sei o motivo pra diminuir, pelo menos a caixa carrega umas 4x. Enfim, na esteira é um pesadelo, escorrega o tempo todo, infernal, o buds 1 nunca me deu problema. O som é quase igual da primeira geração, isso tá ok. O comando touch também virou problema, não tem separação entre o fone e o ""botão"", na versão 1 era claro onde tocar, essa é uma bagunça, tudo liso!. Microfone parece um pouco melhor, e o anr também parece melhor que o 1. Esse modelo também tem o app de configuração pra windows, ajuda pra quem não tem android. O bluetooth 5 realmente é superior. Tocou música a 40m de distância do celular sem falhar, e em área de condomínio cheia de interferência de roteadores na mesma frequencia (nesse lugar o buds 1 falhava bastante). Enfim, se não caísse toda hora na esteira eu acharia superior na média. O jeito será fazer um encaixe pro ouvido na impressora 3d. Folda!."
210,Não é original.
211,"Fone deu defeito com 1 mês e 4 dias, lado esquerdo fica baixo e chiando, olhando na internet é comum, e a samsung não faz nada pra corrigir."
212,"Simplesmente incrível. Uso durante minhas caminhadas que duram até 3 horas. Dia desses alonguei um pouco mais o tempo e fiz 04h15 e o fone suportou a bateria por 4 horas no último volume! qualidade de som excelente, não ouço ruídos externos. O único ponto que tenho a falar é sobre algumas oscilações de menos de um segundo. Ainda não consegui identificar o porquê mas é como se o fone falhasse e conectasse imediatamente. Obviamente não é nada comparado a quantidade de vantagens que o fone tem a oferecer!."
213,"Diferença enorme para os fones chineses. Ótimo áudio, conexão fácil e controle de abafamento de ruído externo. O abafamento é tão bom que não consigo escutar meu gato gritando quando quer comida."
214,Muito bom.
215,Perfeito funciona perfeitamente.
216,"Gostei. Vale a pena, além de ser compacta é muito bonita e tem um bom acabamento em azul que dá uma bom destaque para o fundo preto."
217,"Produto bom, faz um barulho como de interferência mas resolve só com conectar ele direto na tomada e não ao computador, eu uso ele num projetor no quarto e ficou bem legal, é como estar em cinema."
218,"Muito bom,de otima qualidade."
219,Top top.
220,Top! satisfeitíssimo!!!.
221,"Nota 10, funcionando perfeitamente. Top."
222,Nada a dizer.
223,"Fone intra auricular de ótima qualidade sonora, com agudos, médios e graves balanceados. Seu volume não é dos mais elevados, nem o grave é dos mais pesados, mas tudo é satisfatório. Externamente, é um fone grandinho e robusto para sua modalidade, porque ele possui uma borracha intermediária que ajuda na acústica. No encaixe para o ouvido, há três pares de borrachinhas intercambiáveis (p, m e g), que se adequam a você. O microfone é bem posicionado (fica do lado esquerdo, próximo ao queixo). O controle, que fica pendurado, é grande e tem três botões: um serve para ajustar volume, outro pra mutar o microfone e o terceiro para atender ligações/dar play em mídias (o manual explica direitinho). O cabo principal é envolto por um tecido, então ele dificilmente se enrola. Após a bifurcação para as extremidades (lado direito e esquerdo), o cabo é o tradicional. Usei o fone para ouvir música no computador e no celular (andando na rua); achei o som satisfatório em ambos os casos. Para jogos online, é o suficiente para ouvir (e falar) tudo, embora a imersão seja menos intensa que um headphone de preço médio, imagino; mas o custo-benefício deste jbl dá conta do recado. Prefiro este fone do que um headphone que seja mais barato."
224,"Nos primeiros dias só alegria, mas ironicamente ao dar o oitavo dia pra devolução o lado esquerdo ficou bem mais baixo me obrigando a usar as ferramentas de acessibilidade do telefone (que sinceramente n era o meu objetivo), fazendo com q ele perdesse qualidade de áudio. Extremamente frustrado com a experiência."
225,"O alto falante direitou quebrou em 9 dias. E o suporte é horrível, não vale!!!."
226,"Testando ele tipo assim ele é bom, senti a falta de ser um pouco mais auto uns 10/15% há mais no volume seria perfeito por que ele é voltado para jogos, então né. Para quem quer ter uma experiência melhor só ir no equalizador do aparelho celular e adaptar o som ao seu gosto fica da hora."
227,Produto de ótima qualidade. Estou escrevendo mais pq a msg estava curta pra enviar. Rs.
228,Bom.
229,Boa a caixa porém o bluetooth falha à curta distância e quando ligada sem tocar música fica chiando. A qualidade do som é regular.
230,Ótima qualidade! som perfeito sem ruído. Muitas opções de funcionamento. Custo benefício ótimo ??.
231,"Som muito fraco não atendeu minhas expectativas, não vale o preço que paguei."
232,"Olha, produto toca bem no pen drive e no bluetooth, mas quando coloquei na entrada line ou nas demais saiu o áudio muito baixo, quase não escuta!."
233,"Não usei a caixa ainda, mas me parece ser um bom produto."
234,"Mesa muito boa, estou usando para dar um up na amplificação da caixa do contrabaixo, funciona. 100%. Para quem procura mesa stereo não conte com essa, pois ela é mono."
235,"Não altera muita coisa na equalizacao do dvd que possuo. A única coisa que acrescenta é eu poder usar um microfone e um instrumento ligado a ela, pois montei uma caixa bob. O preço sai um pouco salgado para ela não ter canais estério."
236,"Excelente a qualidade do material, muito top falta só botar pra testar."
237,Mesa super fácil de instalá boa qualidade.
238,"Uma boa mesa de som, super indico."
239,Bom.
240,Não gostei muito porque não tem um botão para desligar ele sem precisar tirar da tomada.
241,Top de mais.
242,"Gostei! o som até me surpreendeu. É lógico se vc esperar um som altíssimo, vai se decepcionar. Mas se deseja ouvir suas músicas no pc, funciona perfeitamente, como foi o caso. Recomendo, se esta for a sua necessidade."
243,"Produto muito bom , preço excellente."
244,"Pelo preço poderia ser melhor quando se coloca no volume máximo, ele fica pipocando o audio. Ja a qualidade o desing e as luzes são muito bons. Tem grave e agudo legal. Pena mesmo é só quando coloca o volume máximo."
245,"Pronto ótimo para ouvir no seu dia a dia, galera reclama de bateria e volume, tipo querem uma ferrari pagando o preço de um uno. Ouvindo em volume média bateria durou mais de 5 horas. Volume ótimo para o seu dia a dias e um som ambiente para um churrasco com os amigos."
246,"O acabamento é bom a caixa de som é bonitinha, mas é muito ordinária! não tem 20w nem aqui e nem na china. Não tem nenhum grave e lembra bastante o som de um rádio de pilhas. Mas acho que está compatível com o preço. Só não e compatível com o tamanho, muito grande para pouca ou nenhuma potência!."
247,"Com 2 meses de utilização a entrada do carregador começou a dar mal contato e então com menos de 5 meses parou de funcionar de vez e ainda caiu para dentro do aparelho, inutilizando todo o produto."
248,"Não é o mesmo da propaganda, claramente falsificado. Performance está aceitável porém se você paga por um h'maston você quer um h'maston."
249,O som é bom mas a bateria só dura 1hora muita fraca.
250,
251,Ótimo caixa ativa som muito gostoso.
252,È um dos melhores fones de ouvido que comprei. A qualidade do som é excelente. A única coisa que achei ruim é que aperta as orelhas. Nao sei se é porque eu sou muito orelhudo ou é porque o fone ainda é novo e com o tempo amacia. Seja como for valeu cada centavo.
253,"Estava esperando para avaliar, não durou um mês e o botão de liga e desliga já deu problema. O som é bom, mas a qualidade do material é péssimo."
254,"Muito ruim, qualidade inferior, jbl chinês. Não comprem."
255,"A parte de cima não é compatível com a o formato da cabeça do ser humano, não é redondo. Ele é achatado em cima e machuca, desconfortável. Som, e bateria são bons."
